58 52 63 52 53 56 51 52 48 63 56 70 
57 59 54 60 64 66 69 51 58 45 90 60 
54 50 58 52 55 49 44 52 49 52 26 65 
70 82 71 83 77 70 68 77 77 59 72 90 
78 80 76 79 73 69 88 91 92 84 80 120 
92 88 86 71 70 76 81 69 79 56 114 76 
80 76 75 71 67 81 63 73 63 72 54 90 
82 74 66 61 74 77 79 69 65 69 54 90 
76 62 72 77 83 79 75 64 75 77 57 114 
68 60 79 76 63 70 76 74 67 72 54 90 
103 111 109 111 106 96 102 113 115 121 112 168 
58 64 69 70 67 70 73 66 67 70 85 102 
42 40 31 48 42 30 39 44 35 40 30 70 
79 71 85 78 88 89 89 88 86 81 105 84 
91 101 82 91 92 95 81 77 83 91 105 105 
71 75 71 70 66 65 70 64 64 66 51 85 
86 82 90 101 102 81 88 95 89 84 66 132 
44 40 45 44 46 48 54 51 42 39 48 60 
47 53 47 49 47 52 45 49 43 59 60 72 
75 65 75 81 75 72 70 73 74 72 57 114 
48 46 53 52 53 47 47 46 48 49 48 84 
74 74 90 91 88 85 75 85 78 86 84 105 
70 64 65 64 70 64 65 62 65 63 16 96 
86 90 80 94 85 105 91 81 93 81 88 132 
107 101 100 118 102 107 96 109 115 99 78 182 
79 79 82 79 76 77 73 82 89 74 100 120 
71 67 61 74 63 64 65 75 75 67 34 119 
79 73 75 83 90 79 79 79 79 87 80 140 
63 61 70 65 69 69 65 57 61 67 32 128 
